trade_id,price,side,pos_side,type,qty,pnl,fee_paid,long_pos_size,long_pos_price,shrt_pos_size,shrt_pos_price,liq_diff,equity,pnl_plus_fees_cumsum,loss_cumsum,profit_cumsum,fee_paid_cumsum,actual_balance,apparent_balance,liq_price,timestamp,progress,drawdown,gain,n_days,average_daily_gain,hours_since_long_pos_change,hours_since_shrt_pos_change,hours_since_pos_change_max
814,2.2184,sel,shrt,entry,-8.5,0.0,-0.0033941520000000005,8.4,2.2385,-8.5,2.2184,1.0,49.91688997599999,0.08576997599999729,0.0,0.1262999999999973,-0.04053002399999999,50.085769975999995,16.678561402008,248.95119153922593,1614605569140.0,0.00010140042204499986,0.0033832235958850573,0.9983377995199999,0.0022077662037037035,0.4707094151780944,0.05261222222222222,0.0003083333333333333,0.05261222222222222
953,2.2154,buy,shrt,close,8.5,0.025500000000000966,-0.003389562,8.4,2.2385,-0.0,,111.37809395532248,49.913000413999995,0.10788041399999826,0.0,0.15179999999999827,-0.04391958599999999,50.10788041399999,16.685924177862,0.0,1614605595057.0,0.00011871572752934259,0.0039043936125574257,0.9982600082799999,0.0025077314814814814,0.4993463986363702,0.059811388888888886,0.0,0.059811388888888886
974,2.2145,sel,shrt,entry,-8.5,0.0,-0.0033881850000000006,8.4,2.2385,-8.5,2.2145,1.0,49.90288222899999,0.10449222899999826,0.0,0.15179999999999827,-0.04730777099999999,50.104492228999995,16.684795912256998,248.87955426514452,1614605596145.0,0.00012133170893345192,0.004040047207590766,0.9980576445799998,0.002520324074074074,0.4623531502492112,0.06011361111111111,0.0003022222222222222,0.06011361111111111
1035,2.2115,buy,shrt,close,8.5,0.025500000000000966,-0.0033835950000000005,8.4,2.2385,-0.0,,111.54897764443744,49.898128633999995,0.12660863399999922,0.0,0.17729999999999924,-0.050691365999999995,50.12660863399999,16.692160675121997,0.0,1614605599546.0,0.00012893051205967429,0.0045789292355207485,0.9979625726799999,0.0025596875,0.4507785064750048,0.06105833333333333,0.0,0.06105833333333333
1063,2.2129,sel,shrt,entry,-8.5,0.0,-0.0033857369999999998,8.4,2.2385,-8.5,2.2129,1.0,49.90817289699999,0.12322289699999922,0.0,0.17729999999999924,-0.054077102999999994,50.12322289699999,16.691033224701,248.90502928004017,1614605600466.0,0.0001324184872651534,0.004308913500877223,0.9981634579399998,0.002570335648148148,0.48910826630110144,0.06131388888888889,0.0002555555555555556,0.06131388888888889
1729,2.2099,buy,shrt,close,8.5,0.02549999999999719,-0.003381147,8.4,2.2385,-0.0,,111.63690346639522,49.90426174999998,0.1453417499999964,0.0,0.20279999999999643,-0.057458249999999995,50.145341749999986,16.698398802749995,0.0,1614605854554.0,0.0002153824689383351,0.004830849942390017,0.9980852349999997,0.0055111689814814815,0.7062636980030091,0.1318938888888889,0.0,0.1318938888888889
1749,2.2097,sel,shrt,entry,-8.5,0.0,-0.0033808410000000003,8.4,2.2385,-8.5,2.2097,1.0,49.90003090899998,0.14196090899999642,0.0,0.20279999999999643,-0.060839091,50.141960908999984,16.697272982696994,248.8630134508445,1614605856211.0,0.0002178738797993916,0.004848293590062065,0.9980006181799996,0.005530347222222222,0.696358220742812,0.13235416666666666,0.00046027777777777777,0.13235416666666666
1861,2.2067,buy,shrt,close,8.5,0.025500000000000966,-0.0033762510000000003,8.4,2.2385,-0.0,,111.78120794473149,49.896124657999984,0.16408465799999739,0.0,0.2282999999999974,-0.064215342,50.164084657999986,16.704640191113995,0.0,1614605885854.0,0.00023182578062130803,0.005370356953303776,0.9979224931599997,0.0058734375,0.7018186880613787,0.14058833333333334,0.0,0.14058833333333334
1878,2.2077,sel,shrt,entry,-8.5,0.0,-0.0033777810000000003,8.4,2.2385,-8.5,2.2077,1.0,49.901966876999985,0.1607068769999974,0.0,0.2282999999999974,-0.06759312299999999,50.16070687699999,16.703515390040998,248.87168260675318,1614605886631.0,0.00023394347985320607,0.005184965968130153,0.9980393375399997,0.005882430555555556,0.716314902626771,0.14080416666666667,0.00021583333333333334,0.14080416666666667
1964,2.2047,buy,shrt,close,8.5,0.025500000000000966,-0.003373191,8.4,2.2385,-0.0,,111.88745468872048,49.89807368599999,0.18283368599999836,0.0,0.25379999999999836,-0.07096631399999999,50.18283368599999,16.710883617437997,0.0,1614605910043.0,0.00024465654655574906,0.005706833530126721,0.9979614737199998,0.006153402777777778,0.7177582149379675,0.1473075,0.0,0.1473075
1982,2.2052,sel,shrt,entry,-8.5,0.0,-0.003373956,8.4,2.2385,-8.5,2.2052,1.0,49.89972972999999,0.17945972999999835,0.0,0.25379999999999836,-0.07434026999999999,50.17945972999999,16.709760090089997,248.85928366435004,1614605911270.0,0.00024689881633069993,0.005605841985789865,0.9979945945999998,0.006167604166666667,0.7221821326328254,0.14764833333333333,0.00034083333333333334,0.14764833333333333
